,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until
160,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0
161,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,,,,,,,,,9.0,False,False,10,9,9.0
162,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,,,,,,,,,,,,,8.0,False,False,10,8,8.0
163,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0
164,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0
165,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,,False,True,10,10,10.0
166,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,,,,,,,,,9.0,False,False,10,9,9.0
167,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,,,,,,,,,9.0,False,False,10,9,9.0
168,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,,False,True,10,10,10.0
169,Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0
170,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0
171,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0
172,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0
173,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0
174,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,,False,True,10,10,10.0
175,Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,9.0,False,False,10,9,9.0
176,Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0
177,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,2,2.0
178,Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0
179,Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,10.0,False,False,10,10,10.0
180,Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,,False,True,10,10,10.0
181,D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0
182,Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0
183,Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0
184,Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0
185,Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0
186,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0
187,Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0
188,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,,,,,,,,,,,,,8.0,False,False,11,8,8.0
189,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,,,,,,,,,9.0,False,False,11,9,9.0
190,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,,,,,10.0,False,False,11,10,10.0
191,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,,False,True,11,11,11.0
192,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,,False,True,11,11,11.0
193,Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6.0,5.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0
194,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,11.0,False,False,11,11,11.0
195,Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,11,5,5.0
196,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0
197,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,,False,True,11,11,11.0
198,Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5.0,4.0,5.0,,6.0,5.0,6.0,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0
199,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,2,2.0
200,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,8.5,9.0,10.0,9.0,9.0,10.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0
201,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7.0,7.0,7.0,,9.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.5,9.5,8.0,9.0,8.0,9.0,10.0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,10.0,,,,,,10.0,False,False,10,10,10.0
202,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,,False,True,10,10,10.0
203,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0
204,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,1,2.0
205,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,,,,,,,,,9.0,False,False,10,9,9.0
206,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,,False,True,10,10,10.0
207,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0
208,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0
209,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0
210,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0
211,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0
212,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0
213,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,,,,,,,,,9.0,False,False,11,9,9.0
214,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,,False,True,11,11,11.0
215,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,,False,True,11,11,11.0
216,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,11,1,1.0
217,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0
218,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,,,,,10.0,False,False,11,10,10.0
219,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0
220,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,,,,,,,,,,,,,8.0,False,False,11,8,8.0
221,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0
222,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,11.0,False,False,11,11,11.0
223,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,,False,True,11,11,11.0
224,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0
225,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0
226,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0
227,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0
228,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,,,,,,,,,9.0,False,False,10,9,9.0
229,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0
230,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,,,,,,,,,,,,,8.0,False,False,10,8,8.0
231,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0
232,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,,False,True,10,10,10.0
233,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0
