Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean,week1_judge_score,week2_judge_score,week3_judge_score,week4_judge_score,week5_judge_score,week6_judge_score,week7_judge_score,week8_judge_score,week9_judge_score,week10_judge_score,week11_judge_score
225,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0769128853887663,0.0617052098705372,0.0731193791173635,0.0001584616213573,0.0871655518503151,0.0750280791182659,0.0458879241972199,,,,,0.002894691672726993,0.003547671840354767,0.0036458928401910833,0.004618937644341801,0.0043568797052699025,0.004748278657923624,0.00574670360608451,,,,
226,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.0902056133109378,0.1444642480549084,0.0227945352165557,0.1577449795886004,0.1108391647811648,0.0006137106583785,0.1704802358396335,0.1103213393671628,0.0247450140253145,0.0476108269822469,,0.003589417674181471,0.003547671840354767,0.003873761142703026,0.004026766151477468,0.004869453788242832,0.004943413397290349,0.005452000857054535,0.006841975265627848,0.008376674421303206,0.011874149569697146,
227,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.00077030410761,0.1543472713613154,0.1721400232892843,0.1585741426857163,0.003163060742177,0.1885047684362032,0.1889986216953737,0.0015274589086689,0.4667407225820559,0.0494626546749504,,0.0037052053410905512,0.003547671840354767,0.0037598269914470546,0.004145200450050335,0.0049975973089860645,0.004618188831679142,0.005452000857054535,0.007017410528849075,0.008167257560770627,0.011874149569697146,
228,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,,,,,,,,,9.0,False,False,10,9,9.0,0.0829193655227076,0.0003310930803392,0.0028718957220227,0.0739594525959813,0.0379313634134147,0.090072913427635,0.0004270955970813,0.1063498660915219,0.008754962188295,,,0.0034736300072723916,0.00376940133037694,0.003873761142703026,0.004263634748623201,0.004869453788242832,0.004748278657923624,0.006041406355114485,0.006666540002406621,0.008376674421303206,,
229,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0294861803825358,0.0221950159662211,0.0297470293165852,0.0144167527769513,,,,,,,,0.0030104793396360727,0.0031042128603104213,0.0027344196301433126,0.003553028957186001,,,,,,,
230,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.2025852752011175,0.1745639030821681,0.2005785224858178,0.1840874976602077,0.2221074815783238,0.2045996675194531,0.2004600653052958,0.2598582377493592,,,,0.0032420546734542323,0.0031042128603104213,0.0033040903864231695,0.004026766151477468,0.003075444497837578,0.004358009179190176,0.0045678926099646106,0.005438493159858033,,,
231,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0272453720935033,0.0245122852082513,0.0167321422122295,,,,,,,,,0.0025473286719997538,0.0028824833702882483,0.00250655132763137,,,,,,,,
232,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,,False,True,10,10,10.0,0.188448148137238,0.1687363813523835,0.1915929935675722,0.1648287560174423,0.2143802295786075,0.1948045923037074,0.1880165307059987,0.245446664252057,0.4997593012043345,0.9029265183428034,,0.0030104793396360727,0.002993348115299335,0.0034180245376791408,0.0037898975543317346,0.003588018580810508,0.004423054092312417,0.005599352231569522,0.005526210791468647,0.007957840700238045,0.010686734612727433,
233,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0090243478432503,0.0060067426258007,,,,,,,,,,0.0025473286719997538,0.003436807095343681,,,,,,,,,
234,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0537212794414741,0.0450296313509835,0.0550486430674788,0.0481264085360548,0.0655609425689593,0.032910764228932,,,,,,0.002894691672726993,0.0031042128603104213,0.00250655132763137,0.003553028957186001,0.003459875060067275,0.004423054092312417,,,,,
235,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.2184204011236673,0.1775583846431023,0.215367564048323,0.1816699798414031,0.2445768346779973,0.2134655043074254,0.2057295266593976,0.2764964336312305,,,,0.0030104793396360727,0.002328159645232816,0.0031901562351671978,0.003197726061467401,0.003459875060067275,0.004553143918556901,0.0045678926099646106,0.00561392842307926,,,
236,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.0062214641047092,0.0056118574916525,0.0051049871404472,0.0041294007565279,,,,,,,,0.0017368150036361958,0.001829268292682927,0.002848353781399284,0.0018949487771658673,,,,,,,
237,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,,,,,,,,,9.0,False,False,11,9,9.0,0.1548191476395881,0.1417368866615077,0.0096675076013771,0.1766176156486898,0.0010531699222529,0.1925578430229676,0.1553038801420777,0.155959819429795,0.0091827787895719,,,0.0025473286719997538,0.002549889135254989,0.004101629445214969,0.0024871202700302007,0.005125740829729297,0.0039026947873344858,0.004052162799162155,0.004736717019920482,0.006282505815977404,,
238,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,11.0,False,False,11,11,11.0,0.1451161791669399,0.1488563862802012,0.1635677877788087,0.183926013478242,0.0758847881448069,0.1937632952929315,0.154570313344577,0.1485464379566992,0.2090856250360324,0.0192805701889853,0.0756865549212217,0.0026631163389088334,0.0024944567627494456,0.003531958688935112,0.0029608574643216674,0.0049975973089860645,0.004943413397290349,0.004125838486419648,0.005087587546362935,0.0056542552343796645,0.009350892786136503,0.025925438783730506
239,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0544599938573273,0.0460697772778047,,,,,,,,,,0.0017368150036361958,0.0020509977827050997,,,,,,,,,
240,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,,False,True,11,11,11.0,0.210207616033231,0.1905266495035436,0.217536669918898,0.2373399289043394,0.2000266352470697,0.2592601195629315,0.2076175652297334,0.2059285366524474,0.2719461360231075,0.5025415229638039,0.7122777877377636,0.0025473286719997538,0.0024944567627494456,0.0037598269914470546,0.0028424231657488007,0.00371616210155374,0.0039026947873344858,0.003904811424647167,0.004385881580530672,0.005340129943580794,0.008460331568409217,0.02419698978001919
241,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0306700931552352,0.0268982448893071,,,,,,,,,,0.0015052396698180363,0.0016629711751662971,,,,,,,,,
242,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.0643724527572336,0.060996884518336,0.073533739940262,0.0857570959844761,0.0712368850430358,0.0136419039524411,0.0709916415993298,0.0457325393100068,,,,0.002431541005090674,0.0024390243902439024,0.0033040903864231695,0.002723988867175934,0.004613166746756367,0.005203593049779315,0.004125838486419648,0.0042104112302568004,,,
243,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,,,,,,,,,,True,False,11,9,9.0,0.1885569259562042,0.0009860230963145,0.2095837819936448,0.1387513487452078,0.1907615051589059,0.0343153659089598,0.2011868680451494,0.1997321593685866,0.2646811281553765,,,0.0026631163389088334,0.0027161862527716185,0.0037598269914470546,0.003197726061467401,0.00371616210155374,0.005203593049779315,0.003978487111904661,0.004912187370194353,0.0051307130830482136,,
244,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.0093411084070597,0.1629108580080838,0.0106012663467651,0.1171500713380715,0.1692185786792965,0.1848962061018674,0.1801870699958691,0.0005446996100915,0.2230932445039444,0.4391287900534086,0.0913772800784376,0.0027789040058179134,0.0024944567627494456,0.004101629445214969,0.003197726061467401,0.004485023226013135,0.005073503223534831,0.003978487111904661,0.0057893636863004866,0.005758963664645954,0.008015050959545574,0.025925438783730506
245,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.0455900730739866,0.0397221874078528,0.0490022127344225,0.0331483093654788,0.0428757695529217,0.0625812174224633,0.0293999196762796,,,,,0.002431541005090674,0.0024944567627494456,0.0034180245376791408,0.003197726061467401,0.0038443056222969728,0.0041628744398234515,0.004125838486419648,,,,
246,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.0128444355835964,0.1063808762710723,0.2437662640411686,0.0044223478244908,0.2326909019904854,0.0445515085292164,0.0007427419669841,0.2435558076723731,0.0220110874919673,0.0390491167938028,0.1206583772625766,0.0027789040058179134,0.0026607538802660754,0.0036458928401910833,0.003316160360040268,0.004741310267499599,0.005203593049779315,0.004273189860934635,0.004912187370194353,0.006282505815977404,0.009350892786136503,0.025925438783730506
247,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,11,2,2.0,0.0592598378604928,0.0514785244420439,,,,,,,,,,0.0013894520029089567,0.0020509977827050997,,,,,,,,,
248,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.0185406724043956,0.0178248441522795,0.017635782504206,0.0187578679544745,0.0162517662612247,0.0144325402062214,,,,,,0.0017368150036361958,0.0020509977827050997,0.002278683025119427,0.0021318173743116006,0.003331731539324043,0.003122155829867589,,,,,
249,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0195402318360276,0.0122169376124007,0.0086092439507004,,,,,,,,,0.0018526026705452756,0.0016629711751662971,0.0020508147226074845,,,,,,,,
250,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1411644138388489,0.0967908827430423,0.1226094033439469,0.109335387235709,0.1192875098987088,0.1022053951535755,0.143999515757609,,,,,0.0023157533381815945,0.0021064301552106432,0.00250655132763137,0.0037898975543317346,0.003588018580810508,0.003122155829867589,0.0038311357373896735,,,,
251,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1142404492851907,0.0827534605274977,0.0965151662468411,0.0893171680490171,0.0512576671744879,0.0850185501078842,0.1207217622830773,0.0045247538380377,,,,0.0023157533381815945,0.002328159645232816,0.0026204854788873413,0.003197726061467401,0.004485023226013135,0.0032522456561120718,0.0037574600501321795,0.005263057896636806,,,
252,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0339040370203845,0.0252820601989133,0.0330997327470504,0.0289317162190803,0.0301483422091682,0.0161652696578286,,,,,,0.0017368150036361958,0.0022172949002217295,0.002278683025119427,0.0028424231657488007,0.003588018580810508,0.00273188635113414,,,,,
253,Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1669248496430957,0.1264616143784493,0.1494119716425057,0.1308587775699674,0.1495001265875675,0.1259932752901083,0.1897364495089329,,,,,0.002431541005090674,0.0022172949002217295,0.002278683025119427,0.0037898975543317346,0.00371616210155374,0.003122155829867589,0.0038311357373896735,,,,
254,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.190801734239386,0.1290876268486739,0.1600126607536722,0.1300092928728286,0.159218387984588,0.1191609466103918,0.1944443407771365,0.2110488237615549,0.1933111852612073,,,0.002431541005090674,0.0021064301552106432,0.002278683025119427,0.004145200450050335,0.003331731539324043,0.0035124253086010375,0.0038311357373896735,0.004736752106973125,0.005758963664645954,,
255,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,,False,True,10,10,10.0,0.1643175780702079,0.0065197844920092,0.138318756939799,0.0070291660336602,0.1464210108637013,0.0736406449342567,0.1020540777135156,0.1774711906890563,0.0890557498888752,0.0027861903009202,,0.002431541005090674,0.0026607538802660754,0.0026204854788873413,0.004263634748623201,0.003972449143040205,0.0036425151348455204,0.004052162799162155,0.004912187370194353,0.006177797385711115,0.008806641140609434,
256,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0068832683013072,0.0029766724245861,,,,,,,,,,0.0015052396698180363,0.0014412416851441242,,,,,,,,,
257,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,,False,True,10,10,10.0,0.0731026360685734,0.3363399543667641,0.0026622860129566,0.3553591238328681,0.0028926720570172,0.3298360249958462,0.0092889033973468,0.3950750640566315,0.4906422322561153,0.5426413888092096,,0.0026631163389088334,0.0022172949002217295,0.002848353781399284,0.004026766151477468,0.004741310267499599,0.0032522456561120718,0.004125838486419648,0.0050876226334155795,0.005968380525178534,0.008608699067282583,
258,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,,False,True,10,10,10.0,0.031473673722473,0.1499528067700784,0.1866080703683992,0.0096311408149044,0.1960521123775395,0.1476147915282248,0.1307394744848259,0.014030143944533,0.2255760692604274,0.4545724208898699,,0.0026631163389088334,0.002328159645232816,0.0023926171763753983,0.004263634748623201,0.004100592663783437,0.003122155829867589,0.004052162799162155,0.005263057896636806,0.005863672094912244,0.00841081636470358,
259,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,,,,,,,,,9.0,False,False,10,9,9.0,0.0258699662395627,0.0073901108327228,0.0753816784487805,0.1239797315221017,0.1452221708472212,0.0003651017218837,0.1090154760775558,0.1978500237101862,0.0014147633333742,,,0.0026631163389088334,0.0026607538802660754,0.0027344196301433126,0.004145200450050335,0.0038443056222969728,0.003772604961090003,0.004052162799162155,0.004385881580530672,0.006282505815977404,,
260,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7.0,7.0,7.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.031777161734942,0.0242280888048611,0.0267710295453479,0.0155484958498622,,,,,,,,0.002431541005090674,0.0022172949002217295,0.0023926171763753983,0.003316160360040268,,,,,,,
261,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0146284049526409,0.0083314331049585,,,,,,,,,,0.0025473286719997538,0.0026607538802660754,,,,,,,,,
262,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,7.0,8.0,8.0,8.5,8.0,8.0,8.5,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.0226304351504804,0.021111707447501,0.0220555419644624,0.0210285723376639,0.0263624231889537,0.0280855127659113,0.0218209641197165,,,,,0.0025473286719997538,0.0028824833702882483,0.0031901562351671978,0.0028424231657488007,0.003075444497837578,0.004032784613578969,0.004862595358994586,,,,
263,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,8.0,7.5,8.0,8.5,8.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,,,,,,,,,9.0,False,False,11,9,9.0,0.0799158841997333,0.070100919590053,0.0772602697965271,0.0736929382654046,0.0878149013781293,0.0984864772069494,0.1218192953303021,0.1092172863353435,0.0896201472268075,,,0.0031262670065451523,0.002993348115299335,0.0031901562351671978,0.0024871202700302007,0.003459875060067275,0.004423054092312417,0.004715243984479598,0.004035011054088218,0.007539006979172885,,
264,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,7.0,8.5,8.0,8.0,8.5,8.0,9.0,9.0,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.0526173187079444,0.0468669063971152,0.0455262647937752,0.0460201675998945,0.0594536899919478,0.0650776252792915,0.0807519191594408,0.04471775914548,,,,0.0027789040058179134,0.0026607538802660754,0.002848353781399284,0.0026055545686030674,0.003075444497837578,0.0039026947873344858,0.004862595358994586,0.004561316843751898,,,
265,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,10.0,10.0,,9.0,9.0,10.0,9.0,9.0,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,,False,True,11,11,11.0,0.1814644241165468,0.1591596726958274,0.0007330682344581,0.1681395366341316,0.2144707504639026,0.2254389922742845,0.0133704820806807,0.2302757756051461,0.3074205225676529,0.3488384259946719,0.3957076472068279,0.0030104793396360727,0.0031042128603104213,0.0036458928401910833,0.002723988867175934,0.003075444497837578,0.004813323571045866,0.005452000857054535,0.005263057896636806,0.007748423839705466,0.008311904698788003,0.03312674791468733
