Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_q_hat,week2_q_hat,week3_q_hat,week4_q_hat,week5_q_hat,week6_q_hat,week7_q_hat,week8_q_hat,week9_q_hat,week10_q_hat,week11_q_hat,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean
214,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,,False,True,11,11,11.0,0.13588690757751465,0.10421901941299438,0.00969359464943409,0.14285406470298767,0.15507496893405914,0.14366063475608826,0.1551882028579712,0.0005672950064763427,0.005456531886011362,0.0007168466108851135,0.21817031502723694,0.1403989701481661,0.10748596233054739,0.009565850786022824,0.14724522928546213,0.15499036097904187,0.1447822634840903,0.1563199946764945,0.0004657945798352154,0.005801149182600487,0.0013996015293328465,0.2225897248794765
215,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,,False,True,11,11,11.0,0.000695646507665515,0.17901748418807983,0.23983773589134216,0.0010860312031581998,0.21726097166538239,0.0007537382189184427,0.22258666157722473,0.19147710502147675,0.03135614097118378,0.24170427024364471,0.0015683019300922751,0.0005637482596617502,0.17300752803150227,0.2397825961343366,0.0011551595096229268,0.21792821229004375,0.0008512587562662059,0.2282594489397044,0.19435652703884798,0.031003610704758894,0.2592377193445163,0.0028580173778218164
216,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,11,1,1.0,0.010763267055153847,,,,,,,,,,,0.006872941898134604,,,,,,,,,,
217,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.010020993649959564,0.00907939113676548,0.01224057748913765,,,,,,,,,0.009655232982298832,0.009014826054786181,0.007247019931154759,,,,,,,,
218,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,,,,,10.0,False,False,11,10,10.0,0.11389146000146866,0.10318971425294876,0.13910655677318573,0.11983560025691986,0.12979215383529663,0.12041090428829193,0.13010165095329285,0.12296529859304428,0.15530790388584137,0.14430014789104462,,0.11388398420689053,0.10718216069599067,0.1445125847262596,0.1215803664341748,0.12944211276699635,0.12062173246589127,0.13718420860880948,0.12635041337216918,0.16862656474696036,0.10196700439008971,
219,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.015893809497356415,0.014400355517864227,0.019414151087403297,0.016723327338695526,,,,,,,,0.014368331368278649,0.014476664486766409,0.021122951734366915,0.009078979299772605,,,,,,,
220,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.04508199542760849,0.04084588959813118,0.0550672709941864,0.04743488132953644,0.05137600749731064,0.047662608325481415,0.05149852856993675,0.04867371916770935,,,,0.04689366867402647,0.04542660489924397,0.055028473484124436,0.050693841260161486,0.04901957703483643,0.04707847328088322,0.05318504288351835,0.03189343614137668,,,
221,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.012344766408205032,0.011184796690940857,,,,,,,,,,0.013885992459452013,0.007055950661341127,,,,,,,,,
222,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,11.0,False,False,11,11,11.0,0.2507442235946655,0.22677594423294067,0.01788804680109024,0.2638433873653412,0.28666260838508606,0.24907313287258148,0.0010011435952037573,0.26467838883399963,0.3392655849456787,0.26919975876808167,0.42548298835754395,0.25119111254821164,0.22974433173500663,0.016611969036524874,0.2677774667137904,0.29134718752633865,0.25421452297749214,0.0010912406678025978,0.2678193694330291,0.34927621924792573,0.2867534363947738,0.42727923909334226
223,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,,False,True,11,11,11.0,0.2627604603767395,0.24730664491653442,0.33339741826057434,0.2849215865135193,0.0011295510921627283,0.28835710883140564,0.3138079345226288,0.2943432033061981,0.37098774313926697,0.34407883882522583,0.35477837920188904,0.25909947387151244,0.243838647614819,0.3303081926226685,0.27875981906750275,0.000852364981679938,0.2898201387376106,0.30693290302937104,0.2953940754242555,0.37699703024062337,0.35064223834128705,0.3472730186493598
224,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.020296793431043625,0.017320437356829643,0.020256688818335533,0.017468580976128578,0.022693680599331856,,,,,,,0.020260827447191404,0.020549833403988534,0.020007271956767228,0.016433568676284392,0.014275370809040169,,,,,,
225,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.07312760502099991,0.060103632509708405,0.07130295038223267,0.0002166537451557815,0.08169606328010559,0.07142554968595505,0.06932404637336731,,,,,0.07691288538876635,0.061705209870537285,0.07311937911736353,0.00015846162135733737,0.08716555185031519,0.07502807911826596,0.04588792419721998,,,,
226,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.09060552716255188,0.14633707702159882,0.021818161010742188,0.1530001163482666,0.11314430087804794,0.0006303932168520987,0.17003367841243744,0.11569569259881973,0.027835387736558914,0.049552008509635925,,0.09020561331093788,0.14446424805490843,0.02279453521655572,0.15774497958860048,0.11083916478116486,0.0006137106583785111,0.17048023583963354,0.11032133936716283,0.024745014025314555,0.047610826982246925,
227,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.0012789337197318673,0.15469345450401306,0.16825178265571594,0.16002722084522247,0.0031789406202733517,0.184735968708992,0.1787063032388687,0.0016144260298460722,0.4615362882614136,0.05212131515145302,,0.0007703041076100146,0.15434727136131549,0.1721400232892843,0.1585741426857163,0.0031630607421770686,0.18850476843620326,0.1889986216953737,0.0015274589086689127,0.46674072258205596,0.04946265467495047,
228,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,,,,,,,,,9.0,False,False,10,9,9.0,0.08667389303445816,0.0002863809058908373,0.0027841045521199703,0.07597105950117111,0.039062317460775375,0.08583364635705948,0.00029169279150664806,0.11004321277141571,0.01394157949835062,,,0.08291936552270762,0.000331093080339245,0.002871895722022717,0.07395945259598133,0.037931363413414736,0.09007291342763504,0.0004270955970813919,0.10634986609152194,0.008754962188295027,,
229,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.027340231463313103,0.023331014439463615,0.027286211028695107,0.023530565202236176,,,,,,,,0.02948618038253585,0.022195015966221105,0.029747029316585297,0.014416752776951376,,,,,,,
230,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.20325791835784912,0.17345505952835083,0.20285949110984802,0.1749325394630432,0.22726526856422424,0.20182858407497406,0.19433915615081787,0.25806495547294617,,,,0.20258527520111758,0.17456390308216813,0.20057852248581784,0.18408749766020774,0.22210748157832388,0.2045996675194531,0.20046006530529586,0.25985823774935923,,,
231,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.027638761326670647,0.023585768416523933,0.02758415788412094,,,,,,,,,0.027245372093503386,0.02451228520825139,0.01673214221222955,,,,,,,,
232,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,,False,True,10,10,10.0,0.1903485506772995,0.16243553161621094,0.18995438516139984,0.16382484138011932,0.21282723546028137,0.189006507396698,0.1817830204963684,0.24166972935199738,0.49668675661087036,0.8983266949653625,,0.18844814813723804,0.16873638135238356,0.1915929935675722,0.16482875601744237,0.2143802295786075,0.19480459230370742,0.1880165307059987,0.245446664252057,0.4997593012043345,0.9029265183428034,
233,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.010999415069818497,0.009382527321577072,,,,,,,,,,0.009024347843250324,0.0060067426258007435,,,,,,,,,
234,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.05347444862127304,0.04563286900520325,0.053368791937828064,0.0460231676697731,0.059789352118968964,0.053097423166036606,,,,,,0.05372127944147418,0.04502963135098358,0.05504864306747883,0.04812640853605487,0.06556094256895939,0.03291076422893203,,,,,
235,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.2149580717086792,0.18343627452850342,0.21453329920768738,0.18500520288944244,0.2403428852558136,0.2134418934583664,0.2055220901966095,0.27291199564933777,,,,0.21842040112366737,0.17755838464310233,0.215367564048323,0.1816699798414031,0.24457683467799737,0.21346550430742542,0.2057295266593976,0.27649643363123055,,,
236,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.005915795918554068,0.0054347631521523,0.006217085290700197,0.006941143423318863,,,,,,,,0.0062214641047092425,0.0056118574916525134,0.005104987140447269,0.004129400756527912,,,,,,,
237,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,,,,,,,,,9.0,False,False,11,9,9.0,0.1540399044752121,0.14155946671962738,0.009464683011174202,0.1809077113866806,0.0010183565318584442,0.1917228102684021,0.1550932377576828,0.15235312283039093,0.012091892771422863,,,0.15481914763958818,0.14173688666150774,0.009667507601377183,0.17661761564868989,0.0010531699222529232,0.19255784302296766,0.1553038801420777,0.155959819429795,0.009182778789571919,,
238,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,11.0,False,False,11,11,11.0,0.14680157601833344,0.14193539321422577,0.16236206889152527,0.18111158907413483,0.07678424566984177,0.18973110616207123,0.15417799353599548,0.1491929143667221,0.20494791865348816,0.02321355976164341,0.08045386523008347,0.14511617916693992,0.14885638628020123,0.1635677877788087,0.18392601347824208,0.07588478814480697,0.19376329529293157,0.154570313344577,0.14854643795669928,0.20908562503603245,0.019280570188985317,0.07568655492122174
239,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.05251002311706543,0.04824024811387062,,,,,,,,,,0.054459993857327395,0.04606977727780471,,,,,,,,,
240,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,,False,True,11,11,11.0,0.2055799961090088,0.18903471529483795,0.21620634198188782,0.24142742156982422,0.2012360841035843,0.25587114691734314,0.20584578812122345,0.20335982739925385,0.27413973212242126,0.5047265291213989,0.7075070738792419,0.21020761603323107,0.19052664950354364,0.21753666991889808,0.23733992890433941,0.20002663524706976,0.2592601195629315,0.20761756522973343,0.20592853665244748,0.2719461360231075,0.5025415229638039,0.7122777877377636
241,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.029379116371273994,0.026990195736289024,,,,,,,,,,0.030670093155235223,0.02689824488930712,,,,,,,,,
242,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.06874274462461472,0.06315386295318604,0.0722450315952301,0.08065812289714813,0.0672033503651619,0.01358681358397007,0.06781137734651566,0.06808273494243622,,,,0.06437245275723369,0.06099688451833603,0.073533739940262,0.08575709598447613,0.0712368850430358,0.013641903952441144,0.0709916415993298,0.04573253931000685,,,
243,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,,,,,,,,,,True,False,11,9,9.0,0.18839725852012634,0.0012165730586275458,0.20832249522209167,0.1354294866323471,0.1938869059085846,0.03920910134911537,0.19832584261894226,0.19597886502742767,0.26413899660110474,,,0.1885569259562042,0.000986023096314501,0.2095837819936448,0.1387513487452078,0.19076150515890591,0.0343153659089598,0.20118686804514946,0.19973215936858663,0.26468112815537653,,
244,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.010598035529255867,0.15877625346183777,0.010575450956821442,0.1166289895772934,0.16848275065422058,0.18372857570648193,0.17178422212600708,0.0005986721371300519,0.22615791857242584,0.436800092458725,0.08943309634923935,0.009341108407059727,0.16291085800808386,0.01060126634676517,0.11715007133807151,0.1692185786792965,0.18489620610186744,0.1801870699958691,0.0005446996100915733,0.22309324450394447,0.43912879005340866,0.09137728007843764
245,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.04651651158928871,0.04273124411702156,0.048886414617300034,0.03159279376268387,0.04549185931682587,0.05787931755185127,0.04614003002643585,,,,,0.04559007307398661,0.03972218740785289,0.04900221273442252,0.03314830936547888,0.04287576955292177,0.06258121742246338,0.02939991967627967,,,,
246,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.01448182575404644,0.11015410721302032,0.24740083515644073,0.0048495191149413586,0.22884896397590637,0.04659523069858551,0.0008215754642151296,0.23043391108512878,0.01852353662252426,0.03525980934500694,0.12260597944259644,0.012844435583596487,0.10638087627107236,0.2437662640411686,0.004422347824490855,0.23269090199048542,0.04455150852921648,0.0007427419669841102,0.24355580767237314,0.02201108749196737,0.03904911679380284,0.12065837726257664
247,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,11,2,2.0,0.05960535630583763,0.05475863441824913,,,,,,,,,,0.05925983786049286,0.05147852444204391,,,,,,,,,
248,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.017431827262043953,0.016014382243156433,0.018319619819521904,0.02045316994190216,0.01704755239188671,0.021675920113921165,,,,,,0.018540672404395633,0.017824844152279567,0.017635782504206,0.018757867954474594,0.016251766261224772,0.014432540206221414,,,,,
249,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0177529975771904,0.012549914419651031,0.015233141370117664,,,,,,,,,0.01954023183602768,0.012216937612400723,0.008609243950700418,,,,,,,,
250,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.1384294182062149,0.09785852581262589,0.1187543198466301,0.10466009378433228,0.12033853679895401,0.09696486592292786,0.14676041901111603,,,,,0.14116441383884898,0.09679088274304239,0.12260940334394699,0.10933538723570907,0.11928750989870883,0.10220539515357556,0.14399951575760903,,,,
251,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.11543072015047073,0.08159642666578293,0.09705616533756256,0.087272047996521,0.05098271742463112,0.0808483362197876,0.12247437238693237,0.008189203217625618,,,,0.11424044928519078,0.08275346052749774,0.0965151662468411,0.08931716804901717,0.05125766717448791,0.08501855010788421,0.12072176228307732,0.004524753838037713,,,
252,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.03520253300666809,0.02488529309630394,0.030205896124243736,0.02661500684916973,0.030601946637034416,0.024658115580677986,,,,,,0.033904037020384505,0.02528206019891338,0.03309973274705041,0.02893171621908031,0.03014834220916824,0.016165269657828635,,,,,
253,Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.17216889560222626,0.12173771858215332,0.14776581525802612,0.13019900023937225,0.14970318973064423,0.12062601000070572,0.18257254362106323,,,,,0.16692484964309576,0.12646161437844933,0.1494119716425057,0.13085877756996747,0.14950012658756756,0.12599327529010834,0.18973644950893295,,,,
254,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.18735457956790924,0.132475346326828,0.1607990860939026,0.1303691267967224,0.16290739178657532,0.11943438649177551,0.19867588579654694,0.20220018923282623,0.19627486169338226,,,0.19080173423938607,0.12908762684867398,0.1600126607536722,0.13000929287282864,0.159218387984588,0.11916094661039184,0.19444434077713654,0.21104882376155498,0.19331118526120736,,
